ID,Unknown,Index,Offset,Text
10860933,0,305,2111562,Ash Mountain
10860933,0,314,1399511,Ebonheart
10860933,0,315,2111575,Deep Graves
10860933,0,317,2111587,Stormhold
10860933,0,318,2111597,Murkwater
10860933,0,319,2111607,Sulfur Pools
10860933,0,320,2111620,Zuuk
10860933,0,321,2111625,Obsidian Gorge
10860933,0,322,2111640,Xal Ithix
10860933,0,323,2111650,Iliath Temple
10860933,0,324,2111664,Ten-Maur-Wolk
10860933,0,325,2111678,Tormented Spire
10860933,0,327,2111694,Shrine of Saint Veloth
10860933,0,329,2111717,Eidolon's Hollow
10860933,0,330,2111734,Selfora
10860933,0,331,2111742,Bogmother
10860933,0,332,2111752,Mud Tree Village
10860933,0,333,2111769,Dungeon: Elden Hollow I
10860933,0,334,2111793,Forsaken Hamlet
10860933,0,336,2111809,Hatching Pools
10860933,0,337,2111824,Dungeon: Crypt of Hearts I
10860933,0,338,2111851,Crow's Wood
10860933,0,340,2111863,Sunscale Strand
10860933,0,341,2111879,Percolating Mire
10860933,0,342,2111896,Bthanual
10860933,0,343,2111905,Apocrypha's Gate
10860933,0,345,2111922,Ilessan Tower
10860933,0,346,2111936,Silumm
10860933,0,347,2111943,Mines of Khuras
10860933,0,348,2111959,Enduum
10860933,0,349,2111966,The Atronach
10860933,0,350,2111979,The Shadow
10860933,0,351,1792003,The Serpent
10860933,0,352,2111990,Stillrise Wayshrine
10860933,0,353,2112010,Ebon Crypt
10860933,0,354,2112021,Cryptwatch Fort
10860933,0,355,2112037,Stormhold Wayshrine
10860933,0,356,2112057,Hatching Pools Wayshrine
10860933,0,357,2112082,Bogmother Wayshrine
10860933,0,358,2112102,Alten Corimont Wayshrine
10860933,0,359,2112127,Wyrd Tree Wayshrine
10860933,0,360,2112147,Percolating Mire Wayshrine
10860933,0,361,2112174,Aldcroft Wayshrine
10860933,0,362,2112193,Hissmir Wayshrine
10860933,0,363,2112211,Deleyn's Mill Wayshrine
10860933,0,364,2112235,Loriasel Wayshrine
10860933,0,366,2112254,Eagle's Brook Wayshrine
10860933,0,367,2112278,Venomous Fens Wayshrine
10860933,0,368,2112302,North Hag Fen Wayshrine
10860933,0,369,2112326,Lion Guard Redoubt Wayshrine
10860933,0,370,2112355,Crosswych Wayshrine
10860933,0,371,2112375,Farwatch Wayshrine
10860933,0,372,1888097,The Steed
10860933,0,373,2112394,Baelborne Rock Wayshrine
10860933,0,374,2112419,The Apprentice
10860933,0,375,2112434,Evermore Wayshrine
10860933,0,376,2112453,Daggerfall Wayshrine
10860933,0,377,2112474,Burial Tombs Wayshrine
10860933,0,378,2112497,Troll's Toothpick Wayshrine
10860933,0,379,2112525,Viridian Woods Wayshrine
10860933,0,380,2112550,Bangkorai Pass Wayshrine
10860933,0,381,2112575,Nilata Ruins Wayshrine
10860933,0,382,2112598,Hallin's Stand Wayshrine
10860933,0,383,2112623,Old Tower Wayshrine
10860933,0,384,2112643,Onsi's Breath Wayshrine
10860933,0,385,2112667,Sunken Road Wayshrine
10860933,0,386,2112689,The Lover
10860933,0,387,2112699,The Lady
10860933,0,388,2112708,Dwynnarth Ruins
10860933,0,389,2112724,Cambray Pass
10860933,0,390,2112737,Old Tower
10860933,0,391,2112747,Murcien's Hamlet
10860933,0,393,2112764,Forsaken Hamlet Wayshrine
10860933,0,394,2112790,Koeglin Village Wayshrine
10860933,0,395,2112816,Alcaire Castle Wayshrine
10860933,0,396,2112841,Firebrand Keep Wayshrine
10860933,0,397,2112866,Wind Keep Wayshrine
10860933,0,398,2112886,Dro-Dara Plantation Wayshrine
10860933,0,399,2112916,Soulshriven Wayshrine
10860933,0,400,2112938,Pariah Abbey Wayshrine
10860933,0,401,2112961,Oldgate Wayshrine
10860933,0,402,2112979,Crestshade Wayshrine
10860933,0,403,2113000,Camp Tamrith Wayshrine
10860933,0,404,2113023,Hoarfrost Downs
10860933,0,405,2113039,Boralis Wayshrine
10860933,0,406,2113057,Staging Grounds Wayshrine
10860933,0,408,2113083,Tribunal Temple
10860933,0,409,2113099,Northpoint Wayshrine
10860933,0,410,2113120,Fell's Run Wayshrine
10860933,0,411,2113141,Hoarfrost Downs Wayshrine
10860933,0,412,2113167,Shornhelm Wayshrine
10860933,0,413,2111966,The Atronach
10860933,0,414,2111979,The Shadow
10860933,0,415,1792003,The Serpent
10860933,0,416,2113187,Portdun Watch
10860933,0,417,2113201,Koeglin Mine
10860933,0,418,2113214,Pariah Catacombs
10860933,0,419,2113231,Farangel's Delve
10860933,0,420,2113248,Bearclaw Mine
10860933,0,421,2113262,Norvulk Ruins
10860933,0,422,2113276,Crestshade Mine
10860933,0,423,2113292,Flyleaf Catacombs
10860933,0,424,2113310,Tribulation Crypt
10860933,0,425,2113328,Orc's Finger Ruins
10860933,0,426,2113347,Erokii Ruins
10860933,0,427,2113360,Hildune's Secret Refuge
10860933,0,428,2113384,Morwha's Bounty Wayshrine
10860933,0,429,2113410,Sentinel Wayshrine
10860933,0,430,2113429,Bergama Wayshrine
10860933,0,431,2113447,Leki's Blade Wayshrine
10860933,0,432,2113470,Satakalaam Wayshrine
10860933,0,434,1346825,The Tower
10860933,0,435,1804054,The Mage
10860933,0,436,2113491,The Lord
10860933,0,437,2113500,Shor's Stone
10860933,0,438,2113513,Skald's Retreat
10860933,0,439,2113529,Loriasel
10860933,0,448,2113538,Shad Astula
10860933,0,449,2113550,Davon's Watch Wayshrine
10860933,0,450,2113574,Othrenis Wayshrine
10860933,0,451,2113593,Fort Arand Wayshrine
10860933,0,452,2113614,Ebonheart Wayshrine
10860933,0,453,2113634,Vivec's Antlers Wayshrine
10860933,0,454,2113660,Brothers of Strife Wayshrine
10860933,0,455,2113689,Santaki
10860933,0,456,2113697,Divad's Chagrin Mine
10860933,0,457,2113718,Aldunz
10860933,0,458,2113725,Coldrock Diggings
10860933,0,459,2113743,Hrogar's Hold Wayshrine
10860933,0,460,2113767,Sandblown Mine
10860933,0,461,2113782,Yldzuun
10860933,0,462,2113790,Fort Virak Wayshrine
10860933,0,463,2113811,Iliath Temple Wayshrine
10860933,0,465,2113835,Sathram Plantation Wayshrine
10860933,0,466,2113864,Kragenmoor Wayshrine
10860933,0,467,2113885,Ashen Road Wayshrine
10860933,0,468,2112699,The Lady
10860933,0,469,2112689,The Lover
10860933,0,470,2113906,Torog's Spite
10860933,0,471,2113920,Troll's Toothpick
10860933,0,472,2113938,Viridian Watch
10860933,0,473,2113953,Crypt of the Exiles
10860933,0,474,2113973,Klathzgar
10860933,0,475,1437765,Rubble Butte
10860933,0,476,2113983,Treva's Farm
10860933,0,477,2113996,Sardavar Leed
10860933,0,478,2114010,Vernim Woods
10860933,0,479,2114023,Boulderfall Pass
10860933,0,480,2114040,Lost City of the Na-Totambu
10860933,0,481,2114068,Riverwatch
10860933,0,482,2114079,Pell's Gate
10860933,0,483,2114091,Gray Viper Outpost
10860933,0,485,2114110,Homestead Ruins
10860933,0,486,2114126,Culotte
10860933,0,488,2114134,Black Road Wayhouse
10860933,0,489,2114154,Timberscar Hollow
10860933,0,491,2114172,Crown Point
10860933,0,492,2114184,Hedoran Estate
10860933,0,493,2114199,Juras' Fall
10860933,0,494,2114211,Mist Mirror Refuge
10860933,0,495,2114230,Orkey's Hollow
10860933,0,497,2114245,Vlastarus Tower
10860933,0,498,2114261,Howling Cave
10860933,0,499,2114274,Silverscale Pond
10860933,0,500,2114291,Skyshroud Barrow
10860933,0,501,2114308,Bleakrock Wayshrine
10860933,0,502,2114328,Hozzin's Folly
10860933,0,503,2114343,Bleakrock Village
10860933,0,504,2114361,Ceyatatar
10860933,0,505,2114371,Haynote Cave
10860933,0,506,2114384,Lunar Fang Docks
10860933,0,507,2114401,Pothole Caverns
10860933,0,508,2114417,Lipsand Tarn
10860933,0,509,2114430,Toadstool Hollow
10860933,0,510,2114447,Underpall Cave
10860933,0,511,2114462,Muck Valley Cavern
10860933,0,512,2114481,Newt Cave
10860933,0,513,2114491,Vahtacen
10860933,0,514,2114500,Abbey of the Eight
10860933,0,515,2114519,Bruma
10860933,0,516,2114525,Cheydinhal
10860933,0,517,2114536,Thulvald's Logging Camp
10860933,0,519,2114560,The Thief
10860933,0,520,1789891,The Warrior
10860933,0,521,2114570,Nornalhorst
10860933,0,522,1789880,The Ritual
10860933,0,526,2114582,Dungeon: Fungal Grotto I
10860933,0,528,2114607,Shrine of the Black Maw
10860933,0,529,2114631,Broken Tusk
10860933,0,530,2114643,Atanaz Ruins
10860933,0,531,2114656,Onkobra Kwama Mine
10860933,0,532,2114675,Chid-Moska Ruins
10860933,0,533,2114692,Gandranen Ruins
10860933,0,534,2114708,Nisin Cave
10860933,0,535,2114719,Narsinfel
10860933,0,536,2114729,Lower Yorgrim
10860933,0,537,2114743,Wooden Hand Outlook
10860933,0,539,2114763,Fanacasecul
10860933,0,540,2114775,Vindasel
10860933,0,541,2114784,Hackdirt
10860933,0,543,2114793,Voljar's Meadery
10860933,0,554,2114810,Inner Sea Armature
10860933,0,555,1437793,Mephala's Nest
10860933,0,556,2114829,Softloam Cavern
10860933,0,557,2114845,Kynesgrove
10860933,0,558,2114856,Dhalmora
10860933,0,559,2114865,Dhalmora Wayshrine
10860933,0,560,2114884,Windhelm
10860933,0,561,2114893,Fort Morvunskar
10860933,0,562,2114909,Deepwoods
10860933,0,563,2114919,Ouze
10860933,0,564,2114924,Jorunn's Stand
10860933,0,565,2114939,Dra'bul Wayshrine
10860933,0,566,2114957,Ilayas Ruins Wayshrine
10860933,0,567,2114980,Velyn Harbor Wayshrine
10860933,0,568,2115003,Vulkwasten Wayshrine
10860933,0,569,2115024,Abamath Wayshrine
10860933,0,570,2115042,Wilding Run Wayshrine
10860933,0,571,2115064,Baandari Post Wayshrine
10860933,0,572,2115088,Bloodtoil Valley Wayshrine
10860933,0,573,2115115,Sanguine Barrows Wayshrine
10860933,0,574,2115142,Valeguard Wayshrine
10860933,0,575,2115162,Cradlecrush
10860933,0,576,2115174,Weeping Giant Wayshrine
10860933,0,577,2114560,The Thief
10860933,0,578,1789880,The Ritual
10860933,0,579,1789891,The Warrior
10860933,0,580,2115198,Mzulft
10860933,0,581,2115205,Valeguard
10860933,0,582,2115215,Bloodtoil Valley
10860933,0,583,2115232,Wittestadr
10860933,0,584,2115243,Fuller's Break
10860933,0,585,2115258,Bad Man's Hallows
10860933,0,586,2115276,Jathsogur
10860933,0,587,2115286,Ilayas Ruins
10860933,0,588,2115299,Wilding Run
10860933,0,589,2115311,Vulkwasten
10860933,0,590,2115322,Bonestrewn Crest
10860933,0,591,2115339,Wenyandawik
10860933,0,592,2115351,Jode's Pocket
10860933,0,593,2115365,Honrich Tower
10860933,0,594,2115379,Silvenar
10860933,0,595,2115388,Pinepeak Cavern
10860933,0,596,2115404,Cragwallow
10860933,0,597,2115415,Lost Knife Cave
10860933,0,598,2115431,Bloodmayne Cave
10860933,0,599,2115447,Dra'bul
10860933,0,600,2115455,Abamath
10860933,0,601,2115463,Nimalten
10860933,0,602,2115472,Forgotten Crypts
10860933,0,603,2115489,Fort Amol
10860933,0,604,2115499,Windhelm Wayshrine
10860933,0,605,2115518,Fort Morvunskar Wayshrine
10860933,0,606,2115544,Kynesgrove Wayshrine
10860933,0,607,2115565,Voljar Meadery Wayshrine
10860933,0,608,2115590,Cradlecrush Wayshrine
10860933,0,609,2115612,Fort Amol Wayshrine
10860933,0,610,2115632,Wittestadr Wayshrine
10860933,0,611,2115653,Mistwatch Wayshrine
10860933,0,612,2115673,Jorunn's Stand Wayshrine
10860933,0,613,2115698,Logging Camp Wayshrine
10860933,0,614,2115721,Skuldafn Wayshrine
10860933,0,615,2115740,Mistwatch
10860933,0,616,2115750,Fallowstone Hall
10860933,0,617,2115767,Northwind Mine
10860933,0,618,2115782,Treehenge
10860933,0,619,2115792,The Chill Hollow
10860933,0,620,2115809,Icehammer's Vault
10860933,0,621,2115827,Old Sord's Cave
10860933,0,622,2115843,The Frigid Grotto
10860933,0,623,2115861,Stormcrag Crypt
10860933,0,624,2115877,The Bastard's Tomb
10860933,0,625,2115896,Chorrol
10860933,0,626,2115904,Taarengrav
10860933,0,627,2115915,Trolhetta
10860933,0,628,2115925,Velyn Harbor
10860933,0,629,2115938,Baandari Trading Post
10860933,0,630,2115960,Red Ruby Cave
10860933,0,631,2115974,Ezduiin
10860933,0,632,2115982,Emberflint Mine
10860933,0,633,2115998,Skuldafn
10860933,0,634,2116007,Sulfur Pools Wayshrine
10860933,0,636,2116030,Capstone Cave
10860933,0,637,2116044,Ninendava
10860933,0,638,2116054,Moranda
10860933,0,639,2116062,Piukanda
10860933,0,640,2116071,Rielle
10860933,0,641,2116078,Sercen
10860933,0,642,2116085,Anga
10860933,0,643,2116090,Senie Wayshrine
10860933,0,644,2116106,Hrotanda Vale
10860933,0,645,2116120,Echo Cave
10860933,0,646,2116130,Silsailen
10860933,0,647,2116140,Dungeon: Spindleclutch I
10860933,0,648,2116165,Dungeon: Darkshade Caverns I
10860933,0,649,2116194,Dungeon: Arx Corinium
10860933,0,650,2116216,Lindai
10860933,0,651,2116223,Coldcorn Ruin
10860933,0,652,2116237,Empire Tower
10860933,0,653,2116250,Tanzelwil
10860933,0,654,2116260,Forelhost
10860933,0,655,2116270,Riften Wayshrine
10860933,0,656,2116287,Skald's Retreat Wayshrine
10860933,0,657,2116313,Trolhetta Wayshrine
10860933,0,658,2116333,South Beacon
10860933,0,659,2116346,Trolhetta Summit Wayshrine
10860933,0,660,2116373,Lady Llarel's Shelter
10860933,0,661,2116395,Lower Bthanual
10860933,0,662,2116410,Triple Circle Mine
10860933,0,663,2116429,Taleon's Crag
10860933,0,664,2116443,Knife Ear Grotto
10860933,0,665,2116460,The Corpse Garden
10860933,0,666,2116478,Sanguine's Demesne
10860933,0,667,2116497,Glister Vale
10860933,0,668,2116510,Lost Prospect
10860933,0,669,2116524,Del's Claim
10860933,0,670,2116536,Ondil
10860933,0,671,2116542,Entila's Folly
10860933,0,672,2116557,Dead Man's Drop
10860933,0,673,2116573,Geirmund's Hall
10860933,0,674,2116589,Wansalen
10860933,0,675,2116598,Mehrunes' Spite
10860933,0,676,2116614,Bewan
10860933,0,677,2112699,The Lady
10860933,0,678,2116620,Firsthold
10860933,0,679,2116630,Phaer
10860933,0,680,2116636,Black Vine Ruins
10860933,0,681,2116653,Roots of Silvenar
10860933,0,682,2116671,Shael Ruins
10860933,0,684,2116683,Shattered Grove
10860933,0,686,2116699,North Beacon
10860933,0,688,1888097,The Steed
10860933,0,689,1832133,Vulkhel Guard
10860933,0,690,2116712,Lake Mist Ruins
10860933,0,691,2116728,Torinaan
10860933,0,692,2116737,Hightide Hollow
10860933,0,693,2116753,Sheogorath's Tongue
10860933,0,694,2112419,The Apprentice
10860933,0,695,2116773,Riften
10860933,0,696,2116780,Fullhelm Fort
10860933,0,697,2116794,West Narsis Wayshrine
10860933,0,698,2116816,Muth Gnaar Hills Wayshrine
10860933,0,699,2116843,Quarantine Serk Wayshrine
10860933,0,700,2116869,Ghost Snake Vale Wayshrine
10860933,0,701,2116896,Mournhold Wayshrine
10860933,0,702,2116916,Tal'Deic Grounds Wayshrine
10860933,0,703,2116943,Obsidian Gorge Wayshrine
10860933,0,704,2116968,Mzithumz Wayshrine
10860933,0,705,2116987,Honrich Tower Wayshrine
10860933,0,706,2117011,Selfora Wayshrine
10860933,0,707,2117029,Silent Mire Wayshrine
10860933,0,708,2117051,Eidolon's Hollow Wayshrine
10860933,0,709,2117078,Fallowstone Hall Wayshrine
10860933,0,710,2117105,Northwind Mine Wayshrine
10860933,0,711,2117130,Geirmund's Hall Wayshrine
10860933,0,712,2117156,Taarengrav Wayshrine
10860933,0,713,2117177,Nimalten Wayshrine
10860933,0,714,2117196,Ragged Hills Wayshrine
10860933,0,715,2117219,Fullhelm Fort Wayshrine
10860933,0,716,2117243,Mathiisen
10860933,0,717,2117253,Hoarvor Pit
10860933,0,718,2117265,Tomb of the Apostates
10860933,0,719,2117287,Vulkhel Guard Wayshrine
10860933,0,720,2117311,Hall of the Dead
10860933,0,721,2117328,Skywatch
10860933,0,722,2117337,Waterside Mine
10860933,0,723,2117352,Belarata
10860933,0,724,2117361,Greenwater Cove
10860933,0,725,2112689,The Lover
10860933,0,727,2117377,Phaer Wayshrine
10860933,0,728,2117393,Tanzelwil Wayshrine
10860933,0,729,2117413,Firsthold Wayshrine
10860933,0,730,2117433,Mathiisen Wayshrine
10860933,0,731,2117453,Skywatch Wayshrine
10860933,0,732,2117472,Quendeluun Wayshrine
10860933,0,733,2117493,College Wayshrine
10860933,0,734,2117511,Greenwater Wayshrine
10860933,0,735,2117532,Cracked Wood Cave
10860933,0,736,2117550,Kingscrest Cavern
10860933,0,737,2117568,Quickwater Cave
10860933,0,738,2117584,Breakneck Cave
10860933,0,739,2117599,Serpent Hollow Cave
10860933,0,740,2117619,Quendeluun
10860933,0,741,2117630,College of Aldmeri Propriety
10860933,0,742,2117659,Nornal
10860933,0,743,2117666,Mist Morrow Tower
10860933,0,744,2117684,Arvina Estate
10860933,0,745,2117698,Harlun's Watch
10860933,0,746,2117713,Hunter's Thorn Lodge
10860933,0,747,2117734,Belda
10860933,0,748,2117740,Burned Estate
10860933,0,749,2117754,Weye
10860933,0,750,2117759,Fort Zeren Wayshrine
10860933,0,751,2117780,Foyen Docks Wayshrine
10860933,0,752,2117802,Windy Glade Wayshrine
10860933,0,753,2117824,Library of Dusk
10860933,0,754,2117840,Dawnbreak
10860933,0,755,2117850,The Everfull Flagon
10860933,0,756,2117870,Lion's Den
10860933,0,757,2117881,Castle Rilis
10860933,0,758,2117894,Daen Seeth Dolmen
10860933,0,759,2117912,The Lost Fleet
10860933,0,760,2117927,Cliffs of Failure
10860933,0,761,2117945,Crimson Cove
10860933,0,762,2117958,Spurned Peak
10860933,0,763,2117971,Haven
10860933,0,764,2117977,The Moonless Walk
10860933,0,765,2117995,Reticulated Spine Dolmen
10860933,0,766,2118020,Leafwater Dolmen
10860933,0,767,2118037,Venomous Fens Dolmen
10860933,0,768,2118058,Broken Coast Dolmen
10860933,0,769,2118078,Xylo River Basin Dolmen
10860933,0,770,2118102,Silvenar Vale Dolmen
10860933,0,771,2118123,Iluvamir Dolmen
10860933,0,772,2118139,Calambar Dolmen
10860933,0,773,2118155,Vafe Dolmen
10860933,0,774,2118167,Reliquary of Stars
10860933,0,775,2118186,Root Sunder Ruins
10860933,0,777,2118204,Reman's Bluff
10860933,0,778,2118218,Bone Orchard
10860933,0,779,2118231,Divad's Chagrin Mine Wayshrine
10860933,0,780,2118262,Kulati Mines Wayshrine
10860933,0,781,2118285,Aswala Stables Wayshrine
10860933,0,782,2118310,Sep's Spine Wayshrine
10860933,0,783,2118332,Redolent Loam Dolmen
10860933,0,784,2118353,Lagomere Dolmen
10860933,0,785,2118369,Siltreen Dolmen
10860933,0,786,2118385,Gil-Var-Delle
10860933,0,787,2118399,Broken Helm Hollow
10860933,0,788,2118418,Cave of Broken Sails
10860933,0,789,2118439,Fort Grimwatch
10860933,0,790,2118454,Thormar
10860933,0,791,2118462,Fort Greenwall
10860933,0,792,2118477,Toothmaul Gully
10860933,0,793,1437778,Faldar's Tooth
10860933,0,794,2118493,Avanchnzel
10860933,0,795,2118504,Snapleg Cave
10860933,0,796,2118517,Shroud Hearth Barrow
10860933,0,797,2118538,Saintsport
10860933,0,798,2118549,Ivarstead
10860933,0,799,2118559,Ragged Hills Dolmen
10860933,0,800,2118579,Stony Basin Dolmen
10860933,0,801,2118598,Smokefrost Peaks Dolmen
10860933,0,802,2118622,Grimfield
10860933,0,803,1346825,The Tower
10860933,0,804,1804054,The Mage
10860933,0,805,2113491,The Lord
10860933,0,806,2118632,Bthzark
10860933,0,807,2118640,Alcaire Dolmen
10860933,0,808,2118655,Gavaudon Dolmen
10860933,0,809,2118671,Dungeon: The Banished Cells I
10860933,0,810,2118701,Moonmont
10860933,0,811,2118710,Dungeon: Blessed Crucible
10860933,0,812,2118736,Rulanyil's Fall
10860933,0,813,2118752,Menevia Dolmen
10860933,0,814,2118767,Vinedusk Village
10860933,0,815,2118784,Falinesti Autumn Site
10860933,0,817,2118806,Port Hunding
10860933,0,818,2118819,Port Hunding Wayshrine
10860933,0,819,2118842,The Grave
10860933,0,820,1324216,S'ren-ja
10860933,0,821,1324207,Senalana
10860933,0,822,2118852,Sandy Grotto Wayshrine
10860933,0,823,2118875,Saintsport Wayshrine
10860933,0,824,2118896,Dune
10860933,0,825,2118901,Moriseli
10860933,0,827,2118910,Wayrest Wayshrine
10860933,0,828,2118928,Carved Hills
10860933,0,830,2118941,Stonetooth Wayshrine
10860933,0,831,2118962,Grimfield Wayshrine
10860933,0,832,2118982,Carved Hills Wayshrine
10860933,0,833,2119005,Bonesnap Ruins Wayshrine
10860933,0,834,2119030,Dungeon: Tempest Island
10860933,0,836,2119054,Do'Krin Monastery
10860933,0,837,2119072,Daenia Dolmen
10860933,0,838,2119086,Cambray Hills Dolmen
10860933,0,839,2119107,King's Guard Dolmen
10860933,0,840,2119127,Giant's Run Dolmen
10860933,0,841,2119146,Frostwater Tundra Dolmen
10860933,0,842,2119171,Icewind Peaks Dolmen
10860933,0,843,2119192,Woodhearth
10860933,0,844,2119203,Rootwater Grove
10860933,0,845,2119219,Carzog's Demise
10860933,0,846,2119235,Hadran's Caravan
10860933,0,847,2119252,Bramblebreach
10860933,0,848,2119266,Library of Dusk Wayshrine
10860933,0,849,2119292,Great Shackle Wayshrine
10860933,0,850,2119316,The Chasm Wayshrine
