ID,Unknown,Index,Offset,Text
10860933,0,93,11378251,纳西斯<Narsis>
17915077,0,175,11378992,死灵宝珠<Necrotic Orb>
10860933,0,601,11379798,尼莫顿<Nimalten>
10860933,0,890,11403119,帕拉特<Pa'alat>
10860933,0,341,11416210,渗透沼泽<Percolating Mire>
17915077,0,141,11420175,穿刺<Puncture>
10860933,0,1562,11451499,林达莱夫特<Rkindaleft>
10860933,0,1992,11502678,微光城<Shimmerene>
10860933,0,276,11527027,寂静泥沼<Silent Mire>
10860933,0,1532,11529226,天临堡<Skyreach Hold>
10860933,0,2350,11536405,静水寓所<Stillwaters Retreat>
17915077,0,177,11565833,俘获之网<Trapping Webs>
17915077,0,314,11577045,战争号角<War Horn>
10860933,0,2428,11639920,寂灭之巅<Annihilarch's Summit>
17915077,0,51,11656530,雷电脱离<Bolt Escape>
10860933,0,2293,11658534,棘石废墟<Briar Rock Ruins>
10860933,0,2452,11664533,纳维尔城堡<Castle Navire>
17915077,0,69,11690409,魔族诅咒<Daedric Curse>
17915077,0,7,11708941,龙之跃<Dragon Leap>
17915077,0,131,11718870,闪避<Evasion>
10860933,0,129,11721666,法兰吉尔码头<Farangel's Landing>
10860933,0,2362,11732363,蓝血堡垒<Fort Blueblood>
10860933,0,819,11746090,坟墓<The Grave>
17915077,0,447,11746252,冥渊之握<Grave Grasp>
10860933,0,2175,11823705,乔德的拥抱<Jode's Embrace>
10860933,0,1754,11825508,卡塔戈据点<Khartag Point>
10860933,0,2402,11826658,库沙利圣所<Kushalit Sanctuary>
10860933,0,2215,11827090,迷宫<Labyrinthian>
10860933,0,2132,11870274,兽竭城<Orcrest>
10860933,0,595,11874704,松峰洞穴<Pinepeak Cavern>
10860933,0,1758,11878944,普克<Pulk>
10860933,0,1102,11889992,卡尔达拉废墟<Ruins of Kardala>
10860933,0,914,11899199,海滨庇护所<Seaside Sanctuary>
10860933,0,821,11905091,瑟娜拉娜<Senalana>
10860933,0,1612,11906711,下水道入口<Sewer Entrance>
10860933,0,1613,11906743,下水道入口<Sewer Entrance>
10860933,0,1614,11906775,下水道入口<Sewer Entrance>
10860933,0,1615,11906807,下水道入口<Sewer Entrance>
10860933,0,1625,11906839,下水道入口<Sewer Entrance>
10860933,0,1626,11906871,下水道入口<Sewer Entrance>
10860933,0,1995,11910542,希尔-瓦-沃德<Sil-Var-Woad>
17915077,0,443,11911346,骷髅法师<Skeletal Mage>
10860933,0,2403,11961843,瓦莱斯韦亚历德废墟<Varlaisvea Ayleid Ruins>
10860933,0,2528,12028829,痛楚之坡<Agony's Ascent>
10860933,0,246,12030787,奥德考夫特<Aldcroft>
10860933,0,1789,12032459,阿玛亚湖寓所<Amaya Lake Lodge>
10860933,0,680,12123908,黑藤废墟<Black Vine Ruins>
17915077,0,62,12134938,限制护甲<Bound Armor>
10860933,0,2460,12165727,碎岩矿洞<Brokerock Mine>
10860933,0,254,12166761,凯姆洛恩<Camlorn>
10860933,0,845,12168682,卡佐格的消亡<Carzog's Demise>
10860933,0,2213,12170365,冷风深渊<Chillwind Depths>
17915077,0,100,12220216,致残<Cripple>
10860933,0,1949,12285710,晨曦之影<Dawnshadow>
10860933,0,1993,12311719,笛伦尼卫城<Direnni Acropolis>
10860933,0,242,12313731,灾厄山崖<The Doomcrag>
10860933,0,931,12314066,恐惧沃伦<Dread Vullain>
10860933,0,82,12315034,德罗-达拉种植园<Dro-Dara Plantation>
10860933,0,2165,12318895,魔法雪辉房屋<Enchanted Snow Globe Home>
10860933,0,1561,12349700,流放者之坟<Exile's Barrow>
10860933,0,603,12355837,阿莫勒要塞<Fort Amol>
10860933,0,271,12356134,阿兰德要塞<Fort Arand>
10860933,0,2366,12374319,红鬃堡<Fort Redmane>
10860933,0,1054,12374583,斯芬克斯摩斯堡<Fort Sphinxmoth>
17915077,0,416,12376631,冰封之门<Frozen Gate>
10860933,0,1933,12378820,嘉德勒之屋<Gardner House>
10860933,0,2463,12389449,幽灵港湾<Ghost Haven Bay>
10860933,0,2045,12479763,哈克维尔德的高堂<Hakkvild's High Hall>
10860933,0,2117,12558230,猎人森域<Hunter's Glade>
10860933,0,1734,12631440,骑士之墓<Knightsgrave>
10860933,0,753,12633057,黄昏图书馆<Library of Dusk>
10860933,0,439,12648279,洛里亚瑟<Loriasel>
10860933,0,2235,12649116,幸运猫的落脚处<Lucky Cat Landing>
17915077,0,158,12658587,法师之光<Magelight>
10860933,0,263,12697069,莫塔莱恩大墓地<Motalion Necropolis>
10860933,0,290,12781397,黑曜石之痕<Obsidian Scar>
17915077,0,43,12810201,连环刺击<Puncturing Strikes>
17915077,0,66,12811499,破坏光辉<Radiant Destruction>
17915077,0,420,12813336,急速火炮<Rapid Fire>
10860933,0,1056,12814977,红皮贸易站<Redfur Trading Post>
10860933,0,1095,12852597,朗德佐夫特<Rkundzelft>
10860933,0,448,12918899,沙德·阿兹图拉<Shad Astula>
10860933,0,1950,12944282,“清润溪流”屋邸<Sleek Creek House>
17915077,0,36,12958340,日耀<Solar Flare>
10860933,0,2014,13029691,托-哈姆-卡德<Tor-Hame-Khard>
10860933,0,691,13030065,托林安<Torinaan>
17915077,0,163,13031253,捕兽陷阱<Trap Beast>
17915077,0,469,13057810,吸血<Vampiric Drain>
17915077,0,92,13075255,遮蔽一击<Veiled Strike>
10860933,0,589,13078115,弗柯瓦斯藤<Vulkwasten>
10860933,0,2412,13079105,水畔屋<Water's Edge>
10860933,0,1755,13123689,阿什阿玛维亚<Ashalmawia>
10860933,0,530,13124409,亚塔纳兹废墟<Atanaz Ruins>
10860933,0,2188,13132332,黑色高地<Black Heights>
17915077,0,450,13136560,白骨巨人形态<Bone Goliath Transformation>
10860933,0,1558,13137040,骨岩洞窟<Bonerock Cavern>
10860933,0,297,13137342,断骨废墟<Bonesnap Ruins>
10860933,0,42,13145682,步瑞伽之鳍<Breagha-Fin>
10860933,0,338,13164333,乌鸦森林<Crow's Wood>
10860933,0,672,13176723,死者落穴<Dead Man's Drop>
10860933,0,2466,13179373,死亡无畏要塞<Death's Valor Keep>
10860933,0,2214,13185383,龙巢<Dragonhome>
10860933,0,1945,13199805,黑檀心庄园城堡<Ebonheart Chateau>
10860933,0,966,13203738,无尽阶梯<The Endless Stair>
10860933,0,237,13216274,费尔之道<Fell's Run>
10860933,0,1955,13222273,遗弃要塞<Forsaken Stronghold>
10860933,0,791,13222613,青垣要塞<Fort Greenwall>
10860933,0,168,13223333,弗莱克要塞<Fort Virak>
10860933,0,1544,13224447,霜破堡垒<Frostbreak Fortress>
10860933,0,1753,13234858,尼希斯<Gnisis>
10860933,0,1930,13235848,格力尼尔大宅<The Gorinir Estate>
10860933,0,2118,13236238,赛伊克宏伟庄园<Grand Psijic Villa>
10860933,0,883,13241218,绿山<Greenhill>
10860933,0,285,13248468,黑姆林堡垒<Heimlyn Keep>
10860933,0,1741,13287167,领主的庄园<Jarol Estate>
10860933,0,2018,13297437,卡恩瓦斯藤<Karnwasten>
10860933,0,668,13307061,失落之景<Lost Prospect>
10860933,0,1442,13310272,法师公会大厅<Mages Guildhall>
17915077,0,436,13314776,冥想<Meditate>
10860933,0,1978,13319246,记忆天体仪<Mnemonic Planisphere>
10860933,0,1956,13321846,摩诺斯堡垒<Mournoth Keep>
10860933,0,318,13322566,浑水<Murkwater>
10860933,0,1952,13334621,迷雾面纱旧邸<Old Mistveil Manor>
10860933,0,2527,13338444,骨之修堂<Ossa Accentium>
17915077,0,316,13357894,清理<Purge>
10860933,0,1089,13358698,"拉尼-扎，武士的学院<Rahni'Za, School of Warriors>"
10860933,0,1934,13360868,鸦之丘林<Ravenhurst>
10860933,0,1937,13419224,醉狮<The Rosy Lion>
10860933,0,1763,13422804,撒迪尔斯·莫拉<Sadrith Mora>
10860933,0,2544,13428414,海纱尖塔<Seaveil Spire>
10860933,0,1927,13447830,“潮润永恒”宅邸<Stay-Moist Mansion>
17915077,0,73,13448960,石拳<Stonefist>
10860933,0,2392,13449840,废石<Stonewastes>
10860933,0,1946,13453572,“吱呀作响的弹簧”领地<Strident Springs Demesne>
10860933,0,2359,13479275,潮水洞穴<Tidewater Cave>
10860933,0,718,13482175,叛教者坟墓<Tomb of the Apostates>
10860933,0,1122,13482565,纳-托坦布的坟墓<Tombs of the Na-Totambu>
10860933,0,325,13483045,痛苦尖顶<Tormented Spire>
10860933,0,1960,13485927,双拱顶沙屋<Twin Arches>
10860933,0,1593,13530758,先祖神洲基地<Aldmeri Dominion Base>
10860933,0,1790,13531136,古魏罗斯港屋邸<Ald Velothi Harbor House>
10860933,0,1928,13533351,宽广之域居所<The Ample Domicile>
10860933,0,1552,13537921,白银矿场<Argent Mine>
10860933,0,1954,13547786,秋荫之隘<Autumn's-Gate>
10860933,0,1118,13559162,巴拉玛斯<Balamath>
4330293,8,1,13559513,佛耶之石<Bal Foyen>
10860933,0,676,13573743,碧皖<Bewan>
10860933,0,1926,13583189,黑藤寓所<Black Vine Villa>
17915077,0,451,13587779,埋骨之地<Boneyard>
10860933,0,1931,13590544,“砾石之树”庇护所<Bouldertree Refuge>
10860933,0,847,13597501,荆棘豁口<Bramblebreach>
10860933,0,2425,13597792,烙火管教所<The Brandfire Reformatory>
10860933,0,2464,13598271,防浪洞穴<Breakwater Cave>
10860933,0,788,13611942,碎帆洞穴<Cave of Broken Sails>
10860933,0,532,13615421,切德莫斯卡废墟<Chid-Moska Ruins>
10860933,0,1948,13632847,悉罗帝尔丛林小屋<Cyrodilic Jungle House>
10860933,0,1602,13633882,匕落联盟基地<Daggerfall Covenant Base>
10860933,0,1938,13634287,匕落远眺点<Daggerfall Overlook>
10860933,0,2164,13653188,沙漠之风洞穴<Desert Wind Caverns>
10860933,0,558,13653683,达莫拉<Dhalmora>
10860933,0,1947,13655384,铎木斯·弗拉斯提库司<Domus Phrasticus>
10860933,0,1597,13685111,黑檀心公约基地<Ebonheart Pact Base>
10860933,0,1461,13687685,艾琳赫尔<Elinhir>
10860933,0,671,13693989,因提拉的愚蠢<Entila's Folly>
10860933,0,2062,13700611,昔日圣所<The Erstwhile Sanctuary>
17915077,0,453,13706927,抹消<Expunge>
10860933,0,2429,13707290,虚伪殉徒之愚<False Martyrs' Folly>
10860933,0,1119,13707794,恐惧之牙洞窟<Fearfangs Cavern>
17915077,0,405,13708127,野性守护<Feral Guardian>
10860933,0,2270,13714625,锻造大师瀑布<Forgemaster Falls>
10860933,0,2190,13715309,遗落要塞<Forsaken Citadel>
10860933,0,334,13715588,遗弃村庄<Forsaken Hamlet>
10860933,0,1140,13715858,泽伦要塞<Fort Zeren>
10860933,0,1963,13730292,大托帕尔藏身处<Grand Topal Hideaway>
